Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
36529,666,Sport Field,sport,Soccer Field - C,C,TERRY FOX PARK - Soccer Field (  3)
24009,666,Bike Trail,,Bike Trail,,TERRY FOX PARK TRAIL (  1)
40561,666,Bike Trail,,Bike Trail,,TERRY FOX PARK TRAIL (  2)
40560,666,Bike Trail,,Bike Trail,,TERRY FOX PARK TRAIL (  3)
40559,666,Bike Trail,,Bike Trail,,TERRY FOX PARK TRAIL (  4)
24008,666,Bike Trail,,Bike Trail,,TERRY FOX PARK TRAIL (  5)
17337,667,Indoor Rink,ice,Indoor Ice Pad - A,A,JOHN BOOTH MEMORIAL ARENA - Indoor Ice Pad
17337,667,Indoor Dry Pad,ice,Indoor Dry Pad - A,A,JOHN BOOTH MEMORIAL ARENA - Indoor Ice Pad
48007,667,Multipurpose Room,room,Room - C,C,JOHN BOOTH MEMORIAL ARENA - Multipurpose Room (  1)
48008,667,Multipurpose Room,room,Room - C,C,JOHN BOOTH MEMORIAL ARENA - Multipurpose Room (  2)
48321,667,Multipurpose Room,room,Room - C,C,JOHN BOOTH MEMORIAL ARENA - Multipurpose Room (  3)
17775,668,Ball Diamond,sport,Baseball Diamond Field - A,A,GLAMORGAN PARK - Baseball Diamond Field
3223,668,Outdoor Basketball Court,,Basketball Court,,GLAMORGAN PARK - Basketball Court
2303,668,Drinking Fountain,,Drinking Fountain,,GLAMORGAN PARK - Drinking Fountain
34438,668,Playground,,Playground Site,,GLAMORGAN PARK - Playground
4420,668,Splash Pad,,Splash/Spray Pad,,GLAMORGAN PARK - Splash/Spray Pad
41662,668,Washroom Facility,,Washroom Building,,GLAMORGAN PARK - Washroom Building
30993,669,Outdoor Fitness Equipment,,Outdoor Fitness Equipment,,GLEN RAVINE PARK - Outdoor Fitness Equipment (  1)
30994,669,Outdoor Fitness Equipment,,Outdoor Fitness Equipment,,GLEN RAVINE PARK - Outdoor Fitness Equipment (  2)
30995,669,Outdoor Fitness Equipment,,Outdoor Fitness Equipment,,GLEN RAVINE PARK - Outdoor Fitness Equipment (  3)
30996,669,Outdoor Fitness Equipment,,Outdoor Fitness Equipment,,GLEN RAVINE PARK - Outdoor Fitness Equipment (  4)
30997,669,Outdoor Fitness Equipment,,Outdoor Fitness Equipment,,GLEN RAVINE PARK - Outdoor Fitness Equipment (  5)
18212,669,Sport Field,sport,Soccer Field - C,C,GLEN RAVINE PARK - Soccer Field (  1)
18213,669,Sport Field,sport,Soccer Field - C,C,GLEN RAVINE PARK - Soccer Field (  2)
18214,669,Sport Field,sport,Soccer Field - C,C,GLEN RAVINE PARK - Soccer Field (  3)
18215,669,Sport Field,sport,Soccer Field - C,C,GLEN RAVINE PARK - Soccer Field (  4)
17776,669,Sport Field,sport,Soccer Field - C,C,GLEN RAVINE PARK - Soccer Field (  5)
17781,670,Ball Diamond,sport,Baseball Diamond Field - C,C,GREENVALE PARK - Baseball Diamond Field
34464,670,Playground,,Playground Site,,GREENVALE PARK - Playground
17790,671,Ball Diamond,sport,Baseball Diamond Field - B,B,HAVENDALE PARK - Baseball Diamond Field
34478,671,Playground,,Playground Site,,HAVENDALE PARK - Playground
2196,672,Drinking Fountain,,Drinking Fountain,,KIRKWOOD PARK - Drinking Fountain
3031,672,Outdoor Tennis Court,,Outdoor Tennis Court,,KIRKWOOD PARK - Outdoor Tennis Court (  1)
3032,672,Outdoor Tennis Court,,Outdoor Tennis Court,,KIRKWOOD PARK - Outdoor Tennis Court (  2)
3033,672,Outdoor Tennis Court,,Outdoor Tennis Court,,KIRKWOOD PARK - Outdoor Tennis Court (  3)
3034,672,Outdoor Tennis Court,,Outdoor Tennis Court,,KIRKWOOD PARK - Outdoor Tennis Court (  4)
34099,672,Playground,,Playground Site,,KIRKWOOD PARK - Playground
17831,674,Ball Diamond,sport,Baseball Diamond Field - C,C,LANYARD PARK - Baseball Diamond Field
17526,674,Outdoor Basketball Court,,Basketball Court,,LANYARD PARK - Basketball Court
2188,674,Drinking Fountain,,Drinking Fountain,,LANYARD PARK - Drinking Fountain
2996,674,Outdoor Tennis Court,,Outdoor Tennis Court,,LANYARD PARK - Outdoor Tennis Court (  1)
2997,674,Outdoor Tennis Court,,Outdoor Tennis Court,,LANYARD PARK - Outdoor Tennis Court (  2)
2998,674,Outdoor Tennis Court,,Outdoor Tennis Court,,LANYARD PARK - Outdoor Tennis Court (  3)
34113,674,Playground,,Playground Site,,LANYARD PARK - Playground
4176,674,Splash Pad,,Splash/Spray Pad,,LANYARD PARK - Splash/Spray Pad
48343,675,Computer/Training Room,room,Room-Computer/Training - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Computer-Training
40853,675,Fitness/Weight Room,,Room-Fitness/Weight - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Fitness Room
41411,675,Gymnasium,gym,Gymnasium - B,B,LAWRENCE HEIGHTS COMMUNITY CENTRE - Gymnasium
29865,675,Kitchen,room,Kitchen - B,B,LAWRENCE HEIGHTS COMMUNITY CENTRE - Kitchen
48344,675,Lounge,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Lounge
48016,675,Multipurpose Room,room,Room - B,B,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  1)
48345,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  2)
48346,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  3)
48347,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  4)
48348,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  5)
48349,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  6)
48350,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  7)
48351,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  8)
48352,675,Multipurpose Room,room,Room - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Multipurpose Room (  9)
4169,675,Outdoor Pool,pool,Outdoor Pool Tank - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Outdoor Pool Tank
48353,675,Preschool,room,Preschool - C,C,LAWRENCE HEIGHTS COMMUNITY CENTRE - Preschool
28944,675,Skateboard Area,,Skateboard Area,,LAWRENCE HEIGHTS SKATEBOARD PARK
17795,676,Ball Diamond,sport,Baseball Diamond Field - A,A,HIGHVIEW PARK - Baseball Diamond Field
2247,676,Drinking Fountain,,Drinking Fountain,,HIGHVIEW PARK - Drinking Fountain
32352,676,Parking Lot,,Outdoor Parking Lot,,HIGHVIEW PARK - Parking Lot (  1)
49519,676,Parking Lot,,Outdoor Parking Lot,,HIGHVIEW PARK - Parking Lot (  2)
34493,676,Playground,,Playground Site,,HIGHVIEW PARK - Playground
17796,676,Sport Field,sport,Soccer Field - A,A,HIGHVIEW PARK - Soccer Field
4297,676,Wading Pool,,Wading Pool,,HIGHVIEW PARK - Wading Pool
29521,676,Washroom Facility,,Washroom Building,,HIGHVIEW PARK - Washroom Building
17799,677,Ball Diamond,sport,Baseball Diamond Field - C,C,HORSELEY HILL PARK - Baseball Diamond Field
2241,677,Drinking Fountain,,Drinking Fountain,,HORSELEY HILL PARK - Drinking Fountain
34500,677,Playground,,Playground Site,,HORSELEY HILL PARK - Playground
17800,677,Sport Field,sport,Soccer Field - C,C,HORSELEY HILL PARK - Soccer Field
4283,677,Splash Pad,,Splash/Spray Pad,,HORSELEY HILL PARK - Splash/Spray Pad
30395,678,Dressing Room,,Change Room ,,LEDBURY PARK - Dressing Room
13280,678,Drinking Fountain,,Drinking Fountain,,LEDBURY PARK - Drinking Fountain (  1)
13281,678,Drinking Fountain,,Drinking Fountain,,LEDBURY PARK - Drinking Fountain (  2)
43564,678,Outdoor Rink,ice,Outdoor Ice Pad,,LEDBURY PARK - Outdoor Ice Pad (  1)
43642,678,Outdoor Rink,ice,Outdoor Ice Pad,,LEDBURY PARK - Outdoor Ice Pad (  2)
4160,678,Outdoor Pool,pool,Outdoor Pool Tank - A,A,LEDBURY PARK - Outdoor Pool Tank
32388,678,Parking Lot,,Outdoor Parking Lot,,LEDBURY PARK - Parking Lot
34501,679,Playground,,Playground Site,,HORTON PARK - Playground
17801,679,Sport Field,sport,Soccer Field - C,C,HORTON PARK - Soccer Field
17807,680,Ball Diamond,sport,Baseball Diamond Field - C,C,HUNTSMILL PARK - Baseball Diamond Field
34509,680,Playground,,Playground Site,,HUNTSMILL PARK - Playground
17808,680,Sport Field,sport,Soccer Field - C,C,HUNTSMILL PARK - Soccer Field
2968,681,Outdoor Tennis Court,,Outdoor Tennis Court,,LILLIAN PARK - Outdoor Tennis Court (  1)
2969,681,Outdoor Tennis Court,,Outdoor Tennis Court,,LILLIAN PARK - Outdoor Tennis Court (  2)
2970,681,Outdoor Tennis Court,,Outdoor Tennis Court,,LILLIAN PARK - Outdoor Tennis Court (  3)
34125,681,Playground,,Playground Site,,LILLIAN PARK - Playground
17809,682,Ball Diamond,sport,Baseball Diamond Field - C,C,HUPFIELD PARK - Baseball Diamond Field
3110,682,Outdoor Basketball Court,,Basketball Court,,HUPFIELD PARK - Basketball Court
34510,682,Playground,,Playground Site,,HUPFIELD PARK - Playground
17810,682,Sport Field,sport,Soccer Field - C,C,HUPFIELD PARK - Soccer Field
2175,683,Drinking Fountain,,Drinking Fountain,,LINDYLOU PARK - Drinking Fountain
5473,683,Picnic Shelter,picnic,Shelter,,LINDYLOU PARK - Picnic Shelter (  1)
5474,683,Picnic Shelter,picnic,Shelter,,LINDYLOU PARK - Picnic Shelter (  2)
34171,683,Playground,,Playground Site,,LINDYLOU PARK - Playground
2965,683,Outdoor Volleyball Court,,Outdoor Volleyball Court,,LINDYLOU PARK - Volleyball Court (  1)
2966,683,Outdoor Volleyball Court,,Outdoor Volleyball Court,,LINDYLOU PARK - Volleyball Court (  2)
34514,684,Playground,,Playground Site,,INGLEWOOD HEIGHTS PARK - Playground
13282,685,Drinking Fountain,,Drinking Fountain,,LISSOM PARK - Drinking Fountain
33774,685,Playground,,Playground Site,,LISSOM PARK - Playground
18050,686,Ball Diamond,sport,Baseball Diamond Field - C,C,IROQUOIS PARK - Baseball Diamond Field (  1)
18051,686,Ball Diamond,sport,Baseball Diamond Field - C,C,IROQUOIS PARK - Baseball Diamond Field (  2)
29536,686,Washroom Facility,,Washroom Building,,IROQUOIS PARK - Fieldhouse
29536,686,Fieldhouse,,Fieldhouse,,IROQUOIS PARK - Fieldhouse
3095,686,Outdoor Tennis Court,,Outdoor Tennis Court,,IROQUOIS PARK - Outdoor Tennis Court (  1)
3096,686,Outdoor Tennis Court,,Outdoor Tennis Court,,IROQUOIS PARK - Outdoor Tennis Court (  2)
3097,686,Outdoor Tennis Court,,Outdoor Tennis Court,,IROQUOIS PARK - Outdoor Tennis Court (  3)
32363,686,Parking Lot,,Outdoor Parking Lot,,IROQUOIS PARK - Parking Lot
34517,686,Playground,,Playground Site,,IROQUOIS PARK - Playground
3098,686,Outdoor Volleyball Court,,Outdoor Volleyball Court,,IROQUOIS PARK - Volleyball Court
33783,687,Playground,,Playground Site,,LONGWOOD PARK - Playground
17852,688,Ball Diamond,sport,Baseball Diamond Field - C,C,MAPLE LEAF PARK - Baseball Diamond Field
2917,688,Outdoor Basketball Court,,Basketball Court,,MAPLE LEAF PARK - Basketball Court
2919,688,Outdoor Bocce Court,,Outdoor Bocce Court,,MAPLE LEAF PARK - Outdoor Bocce Court (  1)
2920,688,Outdoor Bocce Court,,Outdoor Bocce Court,,MAPLE LEAF PARK - Outdoor Bocce Court (  2)
2921,688,Outdoor Bocce Court,,Outdoor Bocce Court,,MAPLE LEAF PARK - Outdoor Bocce Court (  3)
33803,688,Playground,,Playground Site,,MAPLE LEAF PARK - Playground
2881,689,Outdoor Basketball Court,,Basketball Court,,MCNICOLL PARK - Basketball Court
13284,689,Drinking Fountain,,Drinking Fountain,,MCNICOLL PARK - Drinking Fountain
17856,689,Multipurpose Field,,Multipurpose Field - A,A,MCNICOLL PARK - Multipurpose Field
58229,689,Outdoor Table Tennis,,Outdoor Table Tennis,,MCNICOLL PARK - Outdoor Table Tennis (  1)
58230,689,Outdoor Table Tennis,,Outdoor Table Tennis,,MCNICOLL PARK - Outdoor Table Tennis (  2)
2883,689,Outdoor Tennis Court,,Outdoor Tennis Court,,MCNICOLL PARK - Outdoor Tennis Court (  1)
2884,689,Outdoor Tennis Court,,Outdoor Tennis Court,,MCNICOLL PARK - Outdoor Tennis Court (  2)
2885,689,Outdoor Tennis Court,,Outdoor Tennis Court,,MCNICOLL PARK - Outdoor Tennis Court (  3)
33823,689,Playground,,Playground Site,,MCNICOLL PARK - Playground
4042,689,Splash Pad,,Splash/Spray Pad,,MCNICOLL PARK - Splash/Spray Pad
3028,690,Ball Hockey Pad,,Ball Hockey Pad,,KNOB HILL PARK - Ball Hockey
3029,690,Outdoor Basketball Court,,Basketball Court,,KNOB HILL PARK - Basketball Court
4193,690,Outdoor Pool,pool,Outdoor Pool Tank - C,C,KNOB HILL PARK - Outdoor Pool Tank
32373,690,Parking Lot,,Outdoor Parking Lot,,KNOB HILL PARK - Parking Lot
34102,690,Playground,,Playground Site,,KNOB HILL PARK - Playground
43670,690,Sportspad Area,,Sportspad Area,,KNOB HILL PARK - Sportspad Area
4195,690,Wading Pool,,Wading Pool,,KNOB HILL PARK - Wading Pool
24256,690,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL ( 52)
24257,690,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL ( 53)
24258,690,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL ( 54)
24259,690,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL ( 55)
24260,690,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL ( 56)
29382,691,Clubhouse,,Clubhouse,,DUNLACE PARK TENNIS AND BOCCE CLUBHOUSE
34103,692,Playground,,Playground Site,,KNOTT PARK - Playground
17827,692,Sport Field,sport,Soccer Field - C,C,KNOTT PARK - Soccer Field
48030,693,Craft Room,room,Room-Craft - C,C,MITCHELL FIELD COMMUNITY CENTRE - Craft Room
41436,693,Gymnasium,gym,Gymnasium - A,A,MITCHELL FIELD COMMUNITY CENTRE - Gymnasium
17359,693,Indoor Dry Pad,ice,Indoor Dry Pad - A,A,MITCHELL FIELD COMMUNITY CENTRE - Indoor Ice Pad
17359,693,Indoor Rink,ice,Indoor Ice Pad - A,A,MITCHELL FIELD COMMUNITY CENTRE - Indoor Ice Pad
57503,693,Indoor Track,,Indoor Track,,MITCHELL FIELD COMMUNITY CENTRE - Indoor Track
29878,693,Kitchen,room,Kitchen - Premier,P,MITCHELL FIELD COMMUNITY CENTRE - Kitchen (  1)
29877,693,Kitchen,room,Kitchen,,MITCHELL FIELD COMMUNITY CENTRE - Kitchen (  2)
48031,693,Multipurpose Room,room,Room - C,C,MITCHELL FIELD COMMUNITY CENTRE - Multipurpose Room (  1)
48032,693,Multipurpose Room,room,Room - C,C,MITCHELL FIELD COMMUNITY CENTRE - Multipurpose Room (  2)
48033,693,Multipurpose Room,room,Room - C,C,MITCHELL FIELD COMMUNITY CENTRE - Multipurpose Room (  3)
4020,693,Outdoor Pool,pool,Outdoor Pool Tank - C,C,MITCHELL FIELD COMMUNITY CENTRE - Outdoor Pool Tank
48386,693,Fitness/Weight Room,,Room-Fitness/Weight,,MITCHELL FIELD COMMUNITY CENTRE - Weight Room
49542,694,Parking Lot,,Outdoor Parking Lot,,MOATFIELD FARM PARK - Parking Lot (  1)
49526,694,Parking Lot,,Outdoor Parking Lot,,MOATFIELD FARM PARK - Parking Lot (  2)
17861,694,Sport Field,sport,Soccer Field - A,A,MOATFIELD FARM PARK - Soccer Field
2856,695,Outdoor Tennis Court,,Outdoor Tennis Court,,MOORE PARK - Outdoor Tennis Court (  1)
2857,695,Outdoor Tennis Court,,Outdoor Tennis Court,,MOORE PARK - Outdoor Tennis Court (  2)
2858,695,Outdoor Tennis Court,,Outdoor Tennis Court,,MOORE PARK - Outdoor Tennis Court (  3)
34199,695,Playground,,Playground Site,,MOORE PARK - Playground
18078,695,Sport Field,sport,Soccer Field - C,C,MOORE PARK - Soccer Field (  1)
18079,695,Sport Field,sport,Soccer Field - C,C,MOORE PARK - Soccer Field (  2)
18076,695,Sport Field,sport,Soccer Field - C,C,MOORE PARK - Soccer Field (  3)
18077,695,Sport Field,sport,Soccer Field - C,C,MOORE PARK - Soccer Field (  4)
17867,696,Ball Diamond,sport,Baseball Diamond Field - C,C,MUIRHEAD PARK - Baseball Diamond Field
2733,696,Drinking Fountain,,Drinking Fountain,,MUIRHEAD PARK - Drinking Fountain
34209,696,Playground,,Playground Site,,MUIRHEAD PARK - Playground
36264,698,Washroom Facility,,Washroom Building,,KIDSTOWN
36264,698,Changeroom Facility,,Changeroom Building,,KIDSTOWN
49572,698,Picnic Site,picnic,Picnic Site,,KIDSTOWN WATER PARK - Picnic Site (  1)
49573,698,Picnic Site,picnic,Picnic Site,,KIDSTOWN WATER PARK - Picnic Site (  2)
49574,698,Picnic Site,picnic,Picnic Site,,KIDSTOWN WATER PARK - Picnic Site (  3)
47903,698,Multipurpose Room,room,Room - B,B,L'AMOREAUX SPORTS CENTRE  - Multipurpose Room
17829,698,Ball Diamond,sport,Baseball Diamond Field - B,B,L'AMOREAUX SPORTS COMPLEX - Baseball Diamond Field (  1)
18058,698,Ball Diamond,sport,Baseball Diamond Field - A,A,L'AMOREAUX SPORTS COMPLEX - Baseball Diamond Field (  2)
29022,698,Ball Diamond,sport,Baseball Diamond Field - B,B,L'AMOREAUX SPORTS COMPLEX - Baseball Diamond Field (  3)
41109,698,Bottle Filling Station,,Bottle Filling Station,,L'AMOREAUX SPORTS COMPLEX - Bottle Filling Station
2192,698,Drinking Fountain,,Drinking Fountain,,L'AMOREAUX SPORTS COMPLEX - Drinking Fountain (  1)
2193,698,Drinking Fountain,,Drinking Fountain,,L'AMOREAUX SPORTS COMPLEX - Drinking Fountain (  2)
2194,698,Drinking Fountain,,Drinking Fountain,,L'AMOREAUX SPORTS COMPLEX - Drinking Fountain (  3)
32383,698,Parking Lot,,Outdoor Parking Lot,,L'AMOREAUX SPORTS COMPLEX - Parking Lot (  1)
32381,698,Parking Lot,,Outdoor Parking Lot,,L'AMOREAUX SPORTS COMPLEX - Parking Lot (  2)
32385,698,Parking Lot,,Outdoor Parking Lot,,L'AMOREAUX SPORTS COMPLEX - Parking Lot (  3)
32380,698,Parking Lot,,Outdoor Parking Lot,,L'AMOREAUX SPORTS COMPLEX - Parking Lot (  4)
32384,698,Parking Lot,,Outdoor Parking Lot,,L'AMOREAUX SPORTS COMPLEX - Parking Lot (  5)
32382,698,Parking Lot,,Outdoor Parking Lot,,L'AMOREAUX SPORTS COMPLEX - Parking Lot (  6)
57682,698,Picnic Shelter,picnic,Shelter,,L'AMOREAUX SPORTS COMPLEX - Picnic Shelter
28316,698,Picnic Site,picnic,Picnic Site,,L'AMOREAUX SPORTS COMPLEX - Picnic Site 1(A)
34110,698,Playground,,Playground Site,,L'AMOREAUX SPORTS COMPLEX - Playground NW
42658,698,Playground,,Playground Site,,L'AMOREAUX SPORTS COMPLEX - Playground SE
18161,698,Sport Field,sport,Soccer Field - Premier,P,L'AMOREAUX SPORTS COMPLEX - Soccer Field (  1)
18162,698,Sport Field,sport,Soccer Field - A,A,L'AMOREAUX SPORTS COMPLEX - Soccer Field (  2)
18163,698,Sport Field,sport,Soccer Field - A,A,L'AMOREAUX SPORTS COMPLEX - Soccer Field (  3)
36526,698,Sport Field,sport,Soccer Field - A,A,L'AMOREAUX SPORTS COMPLEX - Soccer Field (  4)
24149,698,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL (101)
24150,698,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL (102)
24151,698,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL (103)
24152,698,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL (104)
24153,698,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL (105)
24154,698,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL (106)
24155,698,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL (107)
24156,698,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL (108)
24157,698,Bike Trail,,Bike Trail,,WEST HIGHLAND CREEK TRAIL (109)
3026,699,Outdoor Tennis Court,,Outdoor Tennis Court,,L'AMOREAUX SPORTS COMPLEX - Outdoor Tennis Court (  1)
3022,699,Outdoor Tennis Court,,Outdoor Tennis Court,,L'AMOREAUX SPORTS COMPLEX - Outdoor Tennis Court (  2)
3024,699,Outdoor Tennis Court,,Outdoor Tennis Court,,L'AMOREAUX SPORTS COMPLEX - Outdoor Tennis Court (  3)
3020,699,Outdoor Tennis Court,,Outdoor Tennis Court,,L'AMOREAUX SPORTS COMPLEX - Outdoor Tennis Court (  4)
3013,699,Outdoor Tennis Court,,Outdoor Tennis Court,,L'AMOREAUX SPORTS COMPLEX - Outdoor Tennis Court (  5)
13852,699,Indoor Tennis Court,,Indoor Tennis Court,,L'AMOREAUX TENNIS CENTRE - Indoor Tennis Court (  1)
13853,699,Indoor Tennis Court,,Indoor Tennis Court,,L'AMOREAUX TENNIS CENTRE - Indoor Tennis Court (  2)
13854,699,Indoor Tennis Court,,Indoor Tennis Court,,L'AMOREAUX TENNIS CENTRE - Indoor Tennis Court (  3)
13855,699,Indoor Tennis Court,,Indoor Tennis Court,,L'AMOREAUX TENNIS CENTRE - Indoor Tennis Court (  4)
46444,699,ProShop,room,Proshop,,L'AMOREAUX TENNIS CENTRE - ProShop
13857,699,Indoor Tennis Court,,Indoor Tennis Court,,L'AMOREAUX TENNIS DOME - Indoor Tennis Court (  1)
13858,699,Indoor Tennis Court,,Indoor Tennis Court,,L'AMOREAUX TENNIS DOME - Indoor Tennis Court (  2)
13859,699,Indoor Tennis Court,,Indoor Tennis Court,,L'AMOREAUX TENNIS DOME - Indoor Tennis Court (  3)
13860,699,Indoor Tennis Court,,Indoor Tennis Court,,L'AMOREAUX TENNIS DOME - Indoor Tennis Court (  4)
13861,699,Indoor Tennis Court,,Indoor Tennis Court,,L'AMOREAUX TENNIS DOME - Indoor Tennis Court (  5)
3970,700,Outdoor Tennis Court,,Outdoor Tennis Court,,NORTH PARK - Outdoor Tennis Court (  1)
3971,700,Outdoor Tennis Court,,Outdoor Tennis Court,,NORTH PARK - Outdoor Tennis Court (  2)
34225,700,Playground,,Playground Site,,NORTH PARK - Playground
23649,700,Bike Trail,,Bike Trail,,NORTH PARK TRAIL (  1)
23650,700,Bike Trail,,Bike Trail,,NORTH PARK TRAIL (  2)
23651,700,Bike Trail,,Bike Trail,,NORTH PARK TRAIL (  3)
23652,700,Bike Trail,,Bike Trail,,NORTH PARK TRAIL (  4)
23653,700,Bike Trail,,Bike Trail,,NORTH PARK TRAIL (  5)
23654,700,Bike Trail,,Bike Trail,,NORTH PARK TRAIL (  6)
23655,700,Bike Trail,,Bike Trail,,NORTH PARK TRAIL (  7)
23656,700,Bike Trail,,Bike Trail,,NORTH PARK TRAIL (  8)
23657,700,Bike Trail,,Bike Trail,,NORTH PARK TRAIL (  9)
17847,701,Ball Diamond,sport,Baseball Diamond Field - C,C,MAIDAVALE PARK - Baseball Diamond Field
33797,701,Playground,,Playground Site,,MAIDAVALE PARK - Playground
48355,702,Computer/Training Room,room,Room-Computer/Training - C,C,MALVERN RECREATION CENTRE - Computer-Training
41418,702,Gymnasium,gym,Gymnasium - A,A,MALVERN RECREATION CENTRE - Gymnasium
17369,702,Indoor Dry Pad,ice,Indoor Dry Pad - A,A,MALVERN RECREATION CENTRE - Indoor Ice Pad (  1)
17369,702,Indoor Rink,ice,Indoor Ice Pad - A,A,MALVERN RECREATION CENTRE - Indoor Ice Pad (  1)
44342,702,Indoor Rink,ice,Indoor Ice Pad - A,A,MALVERN RECREATION CENTRE - Indoor Ice Pad (  2)
44342,702,Indoor Dry Pad,ice,Indoor Dry Pad - A,A,MALVERN RECREATION CENTRE - Indoor Ice Pad (  2)
57522,702,Skateboard Area,,Skateboard Area,,MALVERN RECREATION CENTRE - Indoor Skateboard Area
29868,702,Kitchen,room,Kitchen,,MALVERN RECREATION CENTRE - Kitchen (  1)
29867,702,Kitchen,room,Kitchen - A,A,MALVERN RECREATION CENTRE - Kitchen (  2)
48356,702,Lounge,room,Room - C,C,MALVERN RECREATION CENTRE - Lounge
48018,702,Multipurpose Room,room,Room - B,B,MALVERN RECREATION CENTRE - Multipurpose Room (  1)
48357,702,Multipurpose Room,room,Room - C,C,MALVERN RECREATION CENTRE - Multipurpose Room (  2)
48358,702,Multipurpose Room,room,Room - C,C,MALVERN RECREATION CENTRE - Multipurpose Room (  3)
30550,703,Dressing Room,,Change Room ,,NORTHWOOD COMMUNITY CENTRE - Dressing Room - Female
30551,703,Dressing Room,,Change Room ,,NORTHWOOD COMMUNITY CENTRE - Dressing Room - Male
48397,703,Gallery,room,Gallery/Hall  - A,A,NORTHWOOD COMMUNITY CENTRE - Gallery/Hall
41446,703,Gymnasium,gym,Gymnasium - B,B,NORTHWOOD COMMUNITY CENTRE - Gymnasium
29893,703,Kitchen,room,Kitchen - B,B,NORTHWOOD COMMUNITY CENTRE - Kitchen (  1)
29892,703,Kitchen,room,Kitchen,,NORTHWOOD COMMUNITY CENTRE - Kitchen (  2)
29891,703,Kitchen,room,Kitchen,,NORTHWOOD COMMUNITY CENTRE - Kitchen (  3)
48040,703,Lounge,room,Room - C,C,NORTHWOOD COMMUNITY CENTRE - Lounge
48399,703,Multipurpose Room,room,Room - C,C,NORTHWOOD COMMUNITY CENTRE - Multipurpose Room (  1)
48400,703,Multipurpose Room,room,Room - C,C,NORTHWOOD COMMUNITY CENTRE - Multipurpose Room (  2)
48401,703,Multipurpose Room,room,Room - C,C,NORTHWOOD COMMUNITY CENTRE - Multipurpose Room (  3)
48402,703,Multipurpose Room,room,Room - C,C,NORTHWOOD COMMUNITY CENTRE - Multipurpose Room (  4)
48403,703,Multipurpose Room,room,Room - C,C,NORTHWOOD COMMUNITY CENTRE - Multipurpose Room (  5)
5319,703,Outdoor Pool,pool,Outdoor Pool Tank - A,A,NORTHWOOD COMMUNITY CENTRE - Outdoor Pool Tank
48405,703,Preschool,room,Preschool - C,C,NORTHWOOD COMMUNITY CENTRE - Preschool
40862,703,Fitness/Weight Room,,Room-Fitness/Weight,,NORTHWOOD COMMUNITY CENTRE - Weight Room
18164,704,Ball Diamond,sport,Baseball Diamond Field - C,C,MARYVALE PARK - Baseball Diamond Field (  1)
18165,704,Ball Diamond,sport,Baseball Diamond Field - C,C,MARYVALE PARK - Baseball Diamond Field (  2)
18166,704,Ball Diamond,sport,Baseball Diamond Field - C,C,MARYVALE PARK - Baseball Diamond Field (  3)
2136,704,Drinking Fountain,,Drinking Fountain,,MARYVALE PARK - Drinking Fountain
2908,704,Outdoor Tennis Court,,Outdoor Tennis Court,,MARYVALE PARK - Outdoor Tennis Court (  1)
2909,704,Outdoor Tennis Court,,Outdoor Tennis Court,,MARYVALE PARK - Outdoor Tennis Court (  2)
2910,704,Outdoor Tennis Court,,Outdoor Tennis Court,,MARYVALE PARK - Outdoor Tennis Court (  3)
32393,704,Parking Lot,,Outdoor Parking Lot,,MARYVALE PARK - Parking Lot
