Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
23057,22,Bike Trail,,Bike Trail,,HUMBER RIVER RECREATIONAL TRAIL ( 75)
23058,22,Bike Trail,,Bike Trail,,HUMBER RIVER RECREATIONAL TRAIL ( 76)
23059,22,Bike Trail,,Bike Trail,,HUMBER RIVER RECREATIONAL TRAIL ( 77)
23063,22,Bike Trail,,Bike Trail,,HUMBER RIVER RECREATIONAL TRAIL ( 80)
23064,22,Bike Trail,,Bike Trail,,HUMBER RIVER RECREATIONAL TRAIL ( 81)
23066,22,Bike Trail,,Bike Trail,,HUMBER RIVER RECREATIONAL TRAIL ( 83)
23069,22,Bike Trail,,Bike Trail,,HUMBER RIVER RECREATIONAL TRAIL ( 86)
23070,22,Bike Trail,,Bike Trail,,HUMBER RIVER RECREATIONAL TRAIL ( 87)
23071,22,Bike Trail,,Bike Trail,,HUMBER RIVER RECREATIONAL TRAIL ( 88)
2652,22,Drinking Fountain,,Drinking Fountain,,ROWNTREE MILLS PARK - Drinking Fountain
29622,22,Washroom Facility,,Washroom Building,,ROWNTREE MILLS PARK - Maintenance Building
29622,22,Fieldhouse,,Fieldhouse,,ROWNTREE MILLS PARK - Maintenance Building
57388,22,Pond,,Open Water,,ROWNTREE MILLS PARK - Open Water
32438,22,Parking Lot,,Outdoor Parking Lot,,ROWNTREE MILLS PARK - Parking Lot (  1)
32439,22,Parking Lot,,Outdoor Parking Lot,,ROWNTREE MILLS PARK - Parking Lot (  2)
32437,22,Parking Lot,,Outdoor Parking Lot,,ROWNTREE MILLS PARK - Parking Lot (  3)
5157,22,Picnic Site,picnic,Picnic Site,,ROWNTREE MILLS PARK - Picnic Site (  1)
5156,22,Picnic Site,picnic,Picnic Site,,ROWNTREE MILLS PARK - Picnic Site (  3)
30026,24,Dressing Room,,Change Room ,,BEACHES RECREATION CENTRE - Dressing Room - Female (  1)
48125,24,Dressing Room,,Change Room ,,BEACHES RECREATION CENTRE - Dressing Room - Female (  2)
30027,24,Dressing Room,,Change Room ,,BEACHES RECREATION CENTRE - Dressing Room - Male (  1)
48126,24,Dressing Room,,Change Room ,,BEACHES RECREATION CENTRE - Dressing Room - Male (  2)
40825,24,Fitness/Weight Room,,Room-Fitness/Weight - C,C,BEACHES RECREATION CENTRE - Fitness Centre
41267,24,Gymnasium,gym,Gymnasium - B,B,BEACHES RECREATION CENTRE - Gymnasium
10453,24,Indoor Pool,pool,Indoor Pool Tank - B,B,BEACHES RECREATION CENTRE - Indoor Pool Tank
48127,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  1)
48128,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  2)
48129,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  3)
48130,24,Multipurpose Room,room,Room - C,C,BEACHES RECREATION CENTRE - Multipurpose Room (  4)
48131,24,Playroom,room,Room - C,C,BEACHES RECREATION CENTRE - Playroom
29795,25,Kitchen,room,Kitchen - B,B,DAVID APPLETON COMMUNITY CENTRE - Kitchen
47957,25,Multipurpose Room,room,Room - B,B,DAVID APPLETON COMMUNITY CENTRE - Multipurpose Room (  1)
48181,25,Multipurpose Room,room,Room - C,C,DAVID APPLETON COMMUNITY CENTRE - Multipurpose Room (  2)
48182,25,Multipurpose Room,room,Room - C,C,DAVID APPLETON COMMUNITY CENTRE - Multipurpose Room (  3)
5120,26,Picnic Site,picnic,Picnic Site,,SERENA GUNDY PARK - Picnic Site (  1)
5121,26,Picnic Site,picnic,Picnic Site,,SERENA GUNDY PARK - Picnic Site (  3)
36503,26,Washroom Facility,,Washroom Building,,SERENA GUNDY PARK - Washroom Building
24111,26,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 35)
30029,27,Dressing Room,,Change Room ,,BEDFORD PARK COMMUNITY CENTRE - Dressing Room - Female
30028,27,Dressing Room,,Change Room ,,BEDFORD PARK COMMUNITY CENTRE - Dressing Room - Male
41269,27,Gymnasium,gym,Gymnasium - B,B,BEDFORD PARK COMMUNITY CENTRE - Gymnasium
10454,27,Indoor Pool,pool,Indoor Pool Tank - C,C,BEDFORD PARK COMMUNITY CENTRE - Indoor Pool Tank
29773,27,Kitchen,room,Kitchen,,BEDFORD PARK COMMUNITY CENTRE - Kitchen
47124,28,Multipurpose Field,,Multipurpose Field,,SUNNBROOK PARK - Hockey Field (  3)
41112,28,Bottle Filling Station,,Bottle Filling Station,,SUNNYBROOK PARK - Bottle Filling Station
36651,28,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,SUNNYBROOK PARK - Cricket Pitch Field (  1)
36652,28,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,SUNNYBROOK PARK - Cricket Pitch Field (  2)
36653,28,Cricket Pitch Field,sport,Cricket Pitch Field - Premier,P,SUNNYBROOK PARK - Cricket Pitch Field (  3)
13295,28,Drinking Fountain,,Drinking Fountain,,SUNNYBROOK PARK - Drinking Fountain (  1)
13296,28,Drinking Fountain,,Drinking Fountain,,SUNNYBROOK PARK - Drinking Fountain (  2)
2577,28,Drinking Fountain,,Drinking Fountain,,SUNNYBROOK PARK - Drinking Fountain (  3)
13294,28,Drinking Fountain,,Drinking Fountain,,SUNNYBROOK PARK - Drinking Fountain (  4)
47122,28,Multipurpose Field,,Multipurpose Field,,SUNNYBROOK PARK - Hockey Field (  1)
47123,28,Multipurpose Field,,Multipurpose Field,,SUNNYBROOK PARK - Hockey Field (  2)
47125,28,Multipurpose Field,,Multipurpose Field,,SUNNYBROOK PARK - Hockey Field (  4)
2842,28,Dogs Off-Leash Area,,Off Leash Area,,SUNNYBROOK PARK - Off Leash Area
57398,28,Pond,,Open Water,,SUNNYBROOK PARK - Open Water
31011,28,Outdoor Fitness Equipment,,Outdoor Fitness Equipment,,SUNNYBROOK PARK - Outdoor Fitness Equipment
32468,28,Parking Lot,,Outdoor Parking Lot,,SUNNYBROOK PARK - Parking Lot (  1)
32475,28,Parking Lot,,Outdoor Parking Lot,,SUNNYBROOK PARK - Parking Lot (  2)
32474,28,Parking Lot,,Outdoor Parking Lot,,SUNNYBROOK PARK - Parking Lot (  3)
32473,28,Parking Lot,,Outdoor Parking Lot,,SUNNYBROOK PARK - Parking Lot (  4)
32472,28,Parking Lot,,Outdoor Parking Lot,,SUNNYBROOK PARK - Parking Lot (  5)
32471,28,Parking Lot,,Outdoor Parking Lot,,SUNNYBROOK PARK - Parking Lot (  6)
32470,28,Parking Lot,,Outdoor Parking Lot,,SUNNYBROOK PARK - Parking Lot (  7)
32469,28,Parking Lot,,Outdoor Parking Lot,,SUNNYBROOK PARK - Parking Lot (  8)
32467,28,Parking Lot,,Outdoor Parking Lot,,SUNNYBROOK PARK - Parking Lot (  9)
49535,28,Parking Lot,,Outdoor Parking Lot,,SUNNYBROOK PARK - Parking Lot ( 10)
28349,28,Picnic Site,picnic,Picnic Site,,SUNNYBROOK PARK - Picnic Site (  6)
36657,28,Picnic Site,picnic,Picnic Site,,SUNNYBROOK PARK - Picnic Site (  7)
10228,28,Practice Wicket,,Practice Wicket,,SUNNYBROOK PARK - Practice Wicket
36658,28,Sport Field,sport,Rugby Field - Premier,P,SUNNYBROOK PARK - Rugby Field (  1)
36659,28,Sport Field,sport,Rugby Field - Premier,P,SUNNYBROOK PARK - Rugby Field (  2)
31028,28,Changeroom Facility,,Changeroom Building,,SUNNYBROOK PARK - SPORTS PAVILION
31028,28,Washroom Facility,,Washroom Building,,SUNNYBROOK PARK - SPORTS PAVILION
48478,28,Multipurpose Room,room,Room - B,B,SUNNYBROOK PARK - SPORTS PAVILION - Multipurpose Room
36661,28,Sport Field,sport,Soccer Field - Premier,P,SUNNYBROOK PARK - Soccer Field (  1)
36662,28,Sport Field,sport,Soccer Field - Premier,P,SUNNYBROOK PARK - Soccer Field (  2)
36663,28,Sport Field,sport,Soccer Field - Premier,P,SUNNYBROOK PARK - Soccer Field (  3)
1981,28,Washroom Facility,,Washroom Building,,SUNNYBROOK YARD
29921,28,Kitchen,room,Kitchen,,SUNNYBROOK YARD - Kitchen
24112,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 36)
24113,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 37)
24114,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 38)
24115,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 39)
24117,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 40)
24118,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 41)
24119,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 42)
24120,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 43)
24121,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 44)
24122,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 45)
24123,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 46)
24124,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 47)
24125,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 48)
24126,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 49)
24128,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 50)
24129,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 51)
24130,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 52)
24131,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 53)
24132,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 54)
24133,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 55)
24134,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 56)
24135,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 57)
24136,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 58)
24137,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 59)
24139,28,Bike Trail,,Bike Trail,,WEST DON RIVER TRAIL ( 60)
2565,29,Drinking Fountain,,Drinking Fountain,,TAYLOR CREEK PARK - Drinking Fountain
5006,29,Firepit,,Firepit,,TAYLOR CREEK PARK - Firepit (  1)
5007,29,Firepit,,Firepit,,TAYLOR CREEK PARK - Firepit (  2)
5008,29,Firepit,,Firepit,,TAYLOR CREEK PARK - Firepit (  3)
29209,29,Firepit,,Firepit,,TAYLOR CREEK PARK - Firepit (  4)
32482,29,Parking Lot,,Outdoor Parking Lot,,TAYLOR CREEK PARK - Parking Lot (  1)
32479,29,Parking Lot,,Outdoor Parking Lot,,TAYLOR CREEK PARK - Parking Lot (  2)
32480,29,Parking Lot,,Outdoor Parking Lot,,TAYLOR CREEK PARK - Parking Lot (  3)
32481,29,Parking Lot,,Outdoor Parking Lot,,TAYLOR CREEK PARK - Parking Lot (  4)
5009,29,Picnic Site,picnic,Picnic Site,,TAYLOR CREEK PARK - Picnic Site (  1)
5010,29,Picnic Site,picnic,Picnic Site,,TAYLOR CREEK PARK - Picnic Site (  2)
49596,29,Picnic Site,picnic,Picnic Site,,TAYLOR CREEK PARK - Picnic Site (  3)
49597,29,Picnic Site,picnic,Picnic Site,,TAYLOR CREEK PARK - Picnic Site (  4)
49598,29,Picnic Site,picnic,Picnic Site,,TAYLOR CREEK PARK - Picnic Site (  5)
29656,29,Washroom Facility,,Washroom Building,,TAYLOR CREEK PARK - Washroom Building (  1)
29657,29,Washroom Facility,,Washroom Building,,TAYLOR CREEK PARK - Washroom Building (  2)
23932,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 16)
23933,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 17)
23934,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 18)
23935,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 19)
23937,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 20)
23938,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 21)
23939,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 22)
23940,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 23)
23941,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 24)
23942,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 25)
23943,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 26)
23944,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 27)
23945,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 28)
23946,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 29)
23948,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 30)
23949,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 31)
23950,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 32)
23951,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 33)
23952,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 34)
23953,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 35)
23954,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 36)
23955,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 37)
23956,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 38)
23957,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 39)
23959,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 40)
23960,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 41)
23961,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 42)
23962,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 43)
23963,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 44)
23964,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 45)
23965,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 46)
23966,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 47)
23967,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 48)
23970,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 50)
23971,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 51)
23972,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 52)
23973,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 53)
23974,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 54)
23975,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 55)
23977,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 57)
23979,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 59)
23981,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 60)
23982,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 61)
23983,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 62)
23984,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 63)
23985,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 64)
23986,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 65)
23987,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 66)
23988,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 67)
23989,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 68)
23990,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 69)
23992,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 70)
23993,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 71)
23994,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 72)
23995,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 73)
23996,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 74)
23997,29,Bike Trail,,Bike Trail,,TAYLOR CREEK TRAIL ( 75)
48144,30,Craft Room,room,Room-Craft - C,C,BOB ABATE COMMUNITY RECREATION CENTRE - Craft Room
48145,30,Dance Studio,,Room - C,C,BOB ABATE COMMUNITY RECREATION CENTRE - Dance Studio
41278,30,Gymnasium,gym,Gymnasium - B,B,BOB ABATE COMMUNITY RECREATION CENTRE - Gymnasium
29781,30,Kitchen,room,Kitchen - B,B,BOB ABATE COMMUNITY RECREATION CENTRE - Kitchen
48147,30,Multipurpose Room,room,Room - C,C,BOB ABATE COMMUNITY RECREATION CENTRE - Multipurpose Room
48148,30,Preschool,room,Preschool - C,C,BOB ABATE COMMUNITY RECREATION CENTRE - Preschool
36308,31,Bake Oven,,Bake Oven,,ALEXANDRA PARK - Bake Oven
17665,31,Ball Diamond,sport,Baseball Diamond Field - C,C,ALEXANDRA PARK - Baseball Diamond Field
2503,31,Drinking Fountain,,Drinking Fountain,,ALEXANDRA PARK - Drinking Fountain
46382,31,Outdoor Fitness Equipment,,Outdoor Fitness Equipment,,ALEXANDRA PARK - Outdoor Fitness Equipment
4885,31,Outdoor Pool,pool,Outdoor Pool Tank - C,C,ALEXANDRA PARK - Outdoor Pool Tank
27942,31,Picnic Site,picnic,Picnic Site,,ALEXANDRA PARK - Picnic Site (  1)
49578,31,Picnic Site,picnic,Picnic Site,,ALEXANDRA PARK - Picnic Site (  2)
49579,31,Picnic Site,picnic,Picnic Site,,ALEXANDRA PARK - Picnic Site (  3)
49580,31,Picnic Site,picnic,Picnic Site,,ALEXANDRA PARK - Picnic Site (  4)
49581,31,Picnic Site,picnic,Picnic Site,,ALEXANDRA PARK - Picnic Site (  5)
33950,31,Playground,,Playground Site,,ALEXANDRA PARK - Playground
4887,31,Skateboard Area,,Skateboard Area,,ALEXANDRA PARK - Skateboard Area
4888,31,Wading Pool,,Wading Pool,,ALEXANDRA PARK - Wading Pool
43573,31,Outdoor Dry Pad,ice,Outdoor Dry Pad - A,A,HARRY GAIREY - ALEXANDRA PARK - Outdoor Ice Pad (  1)
43573,31,Outdoor Rink,ice,Outdoor Ice Pad - A,A,HARRY GAIREY - ALEXANDRA PARK - Outdoor Ice Pad (  1)
14263,31,Outdoor Rink,ice,Outdoor Ice Pad,,HARRY GAIREY - ALEXANDRA PARK - Outdoor Ice Pad (  2)
14263,31,Curling Rink,,Curling Rink,,HARRY GAIREY - ALEXANDRA PARK - Outdoor Ice Pad (  2)
33860,32,Playground,,Playground Site,,STANLEY G. GRIZZLE PARK - Playground
10458,33,Indoor Pool,pool,Indoor Pool Tank - C,C,BROWN COMMUNITY CENTRE - Indoor Pool Tank
47938,33,Multipurpose Room,room,Room - C,C,BROWN COMMUNITY CENTRE - Multipurpose Room
41280,33,Gymnasium,gym,Gymnasium - C,C,BROWN JUNIOR PUBLIC SCHOOL AND CITY COMMUNITY CENTRE - Gymnasium
40826,33,Fitness/Weight Room,,Room-Fitness/Weight - C,C,BROWN PUBLIC SCHOOL AND CITY COMMUNITY CENTRE - Fitness Centre
49743,34,Outdoor Table Tennis,,Outdoor Table Tennis,,MALTA PARK - Outdoor Table Tennis
33798,34,Playground,,Playground Site,,MALTA PARK - Playground
2569,35,Drinking Fountain,,Drinking Fountain,,SUSAN TIBALDI PARKETTE - Drinking Fountain
29211,35,Firepit,,Firepit,,SUSAN TIBALDI PARKETTE - Firepit
33871,35,Playground,,Playground Site,,SUSAN TIBALDI PARKETTE - Playground
30178,36,Dressing Room,,Change Room ,,EARL BEATTY COMMUNITY CENTRE - Dressing Room - Female
41310,36,Gymnasium,gym,Gymnasium,,EARL BEATTY COMMUNITY CENTRE - Gymnasium
10473,36,Indoor Pool,pool,Indoor Pool Tank - B,B,EARL BEATTY COMMUNITY CENTRE - Indoor Pool Tank
29809,36,Kitchen,room,Kitchen,,EARL BEATTY COMMUNITY CENTRE - Kitchen
2145,37,Drinking Fountain,,Drinking Fountain,,MARIA STREET PARKETTE - Drinking Fountain
33806,37,Playground,,Playground Site,,MARIA STREET PARKETTE - Playground
2144,38,Drinking Fountain,,Drinking Fountain,,MARIAN ENGEL PARK - Drinking Fountain
29569,38,Fieldhouse,,Fieldhouse,,MARIAN ENGEL PARK - Fieldhouse
33807,38,Playground,,Playground Site,,MARIAN ENGEL PARK - Playground
4078,38,Wading Pool,,Wading Pool,,MARIAN ENGEL PARK - Wading Pool
41333,39,Gymnasium,gym,Gymnasium - B,B,FRANKLAND COMMUNITY CENTRE - Gymnasium
10479,39,Indoor Pool,pool,Indoor Pool Tank - C,C,FRANKLAND COMMUNITY CENTRE - Indoor Pool Tank
29830,39,Kitchen,room,Kitchen,,FRANKLAND COMMUNITY CENTRE - Kitchen
47987,39,Multipurpose Room,room,Room - B,B,FRANKLAND COMMUNITY CENTRE - Multipurpose Room (  1)
47988,39,Multipurpose Room,room,Room - C,C,FRANKLAND COMMUNITY CENTRE - Multipurpose Room (  2)
47989,39,Multipurpose Room,room,Room - C,C,FRANKLAND COMMUNITY CENTRE - Multipurpose Room (  3)
2501,41,Drinking Fountain,,Drinking Fountain,,ALLAN GARDENS - Drinking Fountain
2838,41,Dogs Off-Leash Area,,Off Leash Area,,ALLAN GARDENS - Off Leash Area
32205,41,Parking Lot,,Outdoor Parking Lot,,ALLAN GARDENS - Parking Lot
33953,41,Playground,,Playground Site,,ALLAN GARDENS - Playground E
1611,41,Greenhouse/Conservatory,,Greenhouse/Conservatory,,ALLAN GARDENS CONSERVATORY
13390,41,Greenhouse/Conservatory,,Greenhouse/Conservatory,,ALLAN GARDENS GREENHOUSES
17582,42,Outdoor Basketball Court,,Basketball Court,,ANTIBES COMMUNITY CENTRE - Basketball Court
48109,42,Dance Studio,,Room - B,B,ANTIBES COMMUNITY CENTRE - Dance Studio (  1)
48110,42,Dance Studio,,Room - C,C,ANTIBES COMMUNITY CENTRE - Dance Studio (  2)
40824,42,Fitness/Weight Room,,Room-Fitness/Weight,,ANTIBES COMMUNITY CENTRE - Fitness Room
41262,42,Gymnasium,gym,Gymnasium - B,B,ANTIBES COMMUNITY CENTRE - Gymnasium
10452,42,Indoor Pool,pool,Indoor Pool Tank - B,B,ANTIBES COMMUNITY CENTRE - Indoor Pool Tank
29768,42,Kitchen,room,Kitchen - B,B,ANTIBES COMMUNITY CENTRE - Kitchen
47926,42,Lounge,room,Room - C,C,ANTIBES COMMUNITY CENTRE - Lounge
47927,42,Multipurpose Room,room,Room - C,C,ANTIBES COMMUNITY CENTRE - Multipurpose Room (  1)
48111,42,Multipurpose Room,room,Room - C,C,ANTIBES COMMUNITY CENTRE - Multipurpose Room (  2)
49327,42,Outdoor Table Tennis,,Outdoor Table Tennis,,ANTIBES COMMUNITY CENTRE - Outdoor Table Tennis
4000,42,Outdoor Tennis Court,,Outdoor Tennis Court,,ANTIBES COMMUNITY CENTRE - Outdoor Tennis Court
32573,42,Parking Lot,,Outdoor Parking Lot,,ANTIBES COMMUNITY CENTRE - Parking Lot
34538,42,Playground,,Playground Site,,ANTIBES COMMUNITY CENTRE - Playground
48112,42,Preschool,room,Preschool - C,C,ANTIBES COMMUNITY CENTRE - Preschool (  1)
48113,42,Preschool,room,Preschool,,ANTIBES COMMUNITY CENTRE - Preschool (  2)
17745,44,Multipurpose Field,,Multipurpose Field - C,C,DUNCAN MILL GREENBELT - Multipurpose Field
30278,45,Dressing Room,,Change Room ,,HARRISON POOL - Dressing Room - Female
30279,45,Dressing Room,,Change Room ,,HARRISON POOL - Dressing Room - Male
10483,45,Indoor Pool,pool,Indoor Pool Tank - C,C,HARRISON POOL - Indoor Pool Tank
34384,46,Playground,,Playground Site,,GEARY AVENUE PARKETTE - Playground
5389,46,Wading Pool,,Wading Pool,,GEARY AVENUE PLAYGROUND - Wading Pool
41353,48,Gymnasium,gym,Gymnasium - B,B,HILLCREST COMMUNITY CENTRE - Gymnasium
10484,48,Indoor Pool,pool,Indoor Pool Tank - C,C,HILLCREST COMMUNITY CENTRE - Indoor Pool Tank
29843,48,Kitchen,room,Kitchen - B,B,HILLCREST COMMUNITY CENTRE - Kitchen
48292,48,Multipurpose Room,room,Room - C,C,HILLCREST COMMUNITY CENTRE - Multipurpose Room (  1)
48293,48,Multipurpose Room,room,Room - C,C,HILLCREST COMMUNITY CENTRE - Multipurpose Room (  2)
2135,49,Drinking Fountain,,Drinking Fountain,,MASARYK PARK - Drinking Fountain
33811,49,Playground,,Playground Site,,MASARYK PARK - Playground
4068,49,Wading Pool,,Wading Pool,,MASARYK PARK - Wading Pool
2305,50,Drinking Fountain,,Drinking Fountain,,GERRARD - CARLAW PARKETTE - Drinking Fountain
2818,50,Dogs Off-Leash Area,,Off Leash Area,,GERRARD - CARLAW PARKETTE - Off Leash Area
48297,52,Multipurpose Room,room,Room - C,C,HOLY FAMILY COMMUNITY CENTRE - Multipurpose Room
41362,52,Gymnasium,gym,Gymnasium - B,B,HOLY FAMILY COMMUNITY SCHOOL - Gymnasium
34442,56,Playground,,Playground Site,,GLEN EDYTH DRIVE PARKETTE - Playground
2494,57,Drinking Fountain,,Drinking Fountain,,ANNIVERSARY PARK - Drinking Fountain
30343,58,Dressing Room,,Change Room ,,JIMMIE SIMPSON RECREATION CENTRE - Dressing Room - Female (  1)
30342,58,Dressing Room,,Change Room ,,JIMMIE SIMPSON RECREATION CENTRE - Dressing Room - Female (  2)
30344,58,Dressing Room,,Change Room ,,JIMMIE SIMPSON RECREATION CENTRE - Dressing Room - Male
48320,58,Games Room,room,Games Room - C,C,JIMMIE SIMPSON RECREATION CENTRE - Games Room
41376,58,Gymnasium,gym,Gymnasium - B,B,JIMMIE SIMPSON RECREATION CENTRE - Gymnasium
10486,58,Indoor Pool,pool,Indoor Pool Tank - B,B,JIMMIE SIMPSON RECREATION CENTRE - Indoor Pool Tank (  1)
49012,58,Indoor Pool,pool,Indoor Pool Tank - C,C,JIMMIE SIMPSON RECREATION CENTRE - Indoor Pool Tank (  2)
57504,58,Skateboard Area,,Skateboard Area,,JIMMIE SIMPSON RECREATION CENTRE - Indoor Skateboard Area
29856,58,Kitchen,room,Kitchen,,JIMMIE SIMPSON RECREATION CENTRE - Kitchen
48005,58,Multipurpose Room,room,Room - C,C,JIMMIE SIMPSON RECREATION CENTRE - Multipurpose Room (  1)
48006,58,Multipurpose Room,room,Room - B,B,JIMMIE SIMPSON RECREATION CENTRE - Multipurpose Room (  2)
28304,59,Picnic Site,picnic,Picnic Site,,GLEN STEWART PARK - Picnic Site
17854,60,Ball Diamond,sport,Baseball Diamond Field - C,C,MCCORMICK PARK - Baseball Diamond Field
2905,60,Outdoor Basketball Court,,Basketball Court,,MCCORMICK PARK - Basketball Court 
2133,60,Drinking Fountain,,Drinking Fountain,,MCCORMICK PARK - Drinking Fountain
45223,60,Outdoor Bocce Court,,Outdoor Bocce Court,,MCCORMICK PARK - Outdoor Bocce Court
32395,60,Parking Lot,,Outdoor Parking Lot,,MCCORMICK PARK - Parking Lot
33818,60,Playground,,Playground Site,,MCCORMICK PARK - Playground
4056,60,Wading Pool,,Wading Pool,,MCCORMICK PARK - Wading Pool
2129,62,Drinking Fountain,,Drinking Fountain,,MCGILL PARKETTE - Drinking Fountain
40849,63,Fitness/Weight Room,,Room-Fitness/Weight,,JOHN INNES COMMUNITY RECREATION - Weight Room
48009,63,Craft Room,room,Room-Craft - C,C,JOHN INNES COMMUNITY RECREATION CENTRE - Craft Room
